QKEY,CAMP20MISINFO_W79,MISINFOSELF_W79,MISINFOIMPACT_a_W79,MISINFOIMPACT_b_W79,MISINFOIMPACT_c_W79
198176.0,A lot,"No, I did not",A major impact,Not much of an impact at all,A major impact
198205.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
198208.0,Some,"No, I did not",A major impact,Not much of an impact at all,A minor impact
198295.0,Not much,"No, I did not",A minor impact,A minor impact,A minor impact
198321.0,Not much,"No, I did not",A minor impact,A minor impact,Not much of an impact at all
198449.0,Some,"No, I did not",A major impact,Not much of an impact at all,Not much of an impact at all
198476.0,Some,"No, I did not",A major impact,A major impact,A major impact
198571.0,Not much,"No, I did not",A major impact,A minor impact,A major impact
198718.0,Some,"No, I did not",A major impact,A major impact,Not much of an impact at all
198848.0,Some,"No, I did not",A major impact,A major impact,A major impact
198946.0,None at all,‘Did not see any made-up news’,A major impact,A major impact,A minor impact
199454.0,Some,"No, I did not",A major impact,A major impact,A major impact
199474.0,Not much,"No, I did not",A minor impact,A major impact,Not much of an impact at all
199510.0,A lot,"Yes, I did",A major impact,A major impact,A major impact
199964.0,Some,"No, I did not",A major impact,A minor impact,A major impact
200202.0,Not much,"No, I did not",A major impact,A major impact,Not much of an impact at all
200312.0,A lot,"No, I did not",A major impact,Not much of an impact at all,A major impact
200452.0,Some,"No, I did not",A major impact,A major impact,A major impact
200718.0,Some,"No, I did not",A major impact,A major impact,A major impact
200761.0,Some,"No, I did not",A minor impact,A minor impact,A minor impact
200782.0,Some,"Yes, I did",A major impact,A major impact,A major impact
200943.0,Some,"No, I did not",A major impact,A major impact,A major impact
201095.0,Some,"Yes, I did",A major impact,A major impact,A minor impact
201153.0,A lot,"No, I did not",A minor impact,Not much of an impact at all,A minor impact
201177.0,Some,"Yes, I did",Not much of an impact at all,A minor impact,A minor impact
201541.0,Some,"No, I did not",A major impact,A major impact,A major impact
202145.0,Some,"No, I did not",A major impact,A major impact,A major impact
202467.0,A lot,"No, I did not",A major impact,A major impact,A major impact
202545.0,A lot,"Yes, I did",A major impact,A major impact,A major impact
202548.0,Some,"No, I did not",A major impact,A major impact,A major impact
202784.0,Some,"No, I did not",A minor impact,A minor impact,A minor impact
202800.0,Some,"No, I did not",A minor impact,Not much of an impact at all,Not much of an impact at all
202849.0,Some,"No, I did not",A minor impact,A minor impact,A minor impact
202908.0,Not much,"No, I did not",A major impact,A major impact,A major impact
203133.0,Not much,"No, I did not",A minor impact,A minor impact,A minor impact
203464.0,Not much,"No, I did not",Not much of an impact at all,Not much of an impact at all,Not much of an impact at all
203617.0,Some,"No, I did not",A major impact,A major impact,A major impact
203921.0,Some,"No, I did not",A major impact,A minor impact,A major impact
204164.0,Not much,"No, I did not",A minor impact,A minor impact,A minor impact
204329.0,None at all,‘Did not see any made-up news’,A major impact,A major impact,A major impact
204354.0,Not much,"No, I did not",A minor impact,A minor impact,A minor impact
204601.0,None at all,‘Did not see any made-up news’,A major impact,A minor impact,A major impact
204832.0,None at all,‘Did not see any made-up news’,A minor impact,A major impact,A major impact
205136.0,Some,"No, I did not",A major impact,A major impact,A major impact
205459.0,A lot,"No, I did not",A major impact,A major impact,A major impact
205490.0,None at all,‘Did not see any made-up news’,A major impact,A major impact,A major impact
205566.0,Some,"No, I did not",A major impact,A major impact,A minor impact
205600.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
206457.0,Some,"No, I did not",A major impact,A major impact,A major impact
207436.0,A lot,"Yes, I did",A major impact,A major impact,A major impact
207452.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
207502.0,Not much,"Yes, I did",A major impact,A major impact,A major impact
207573.0,Some,"No, I did not",A minor impact,A major impact,A major impact
207606.0,Some,"No, I did not",A major impact,A major impact,Not much of an impact at all
208237.0,Not much,"No, I did not",A minor impact,A minor impact,Not much of an impact at all
208492.0,Some,"No, I did not",A major impact,A major impact,A major impact
208695.0,A lot,"No, I did not",A major impact,A major impact,Not much of an impact at all
209123.0,A lot,"Yes, I did",A major impact,A minor impact,A minor impact
209250.0,None at all,‘Did not see any made-up news’,A major impact,A major impact,A minor impact
209440.0,Some,"No, I did not",A minor impact,A major impact,A major impact
209589.0,Some,"No, I did not",A major impact,A major impact,A minor impact
209937.0,Some,"No, I did not",A major impact,A minor impact,Not much of an impact at all
210108.0,A lot,"Yes, I did",A major impact,Not much of an impact at all,Not much of an impact at all
210121.0,A lot,"Yes, I did",A major impact,A major impact,A major impact
210306.0,Some,"Yes, I did",A major impact,A major impact,A minor impact
210564.0,Some,"No, I did not",Not much of an impact at all,Not much of an impact at all,Not much of an impact at all
210743.0,Some,"No, I did not",A major impact,A major impact,A major impact
210776.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
211074.0,A lot,"Yes, I did",A major impact,A major impact,A major impact
211125.0,Not much,"No, I did not",A major impact,A major impact,A major impact
211378.0,A lot,"No, I did not",A major impact,A major impact,A major impact
211504.0,Some,"No, I did not",A minor impact,A minor impact,A minor impact
211788.0,Some,"No, I did not",A minor impact,A minor impact,A minor impact
212111.0,Some,"No, I did not",A major impact,A major impact,A minor impact
212131.0,Some,"No, I did not",A major impact,A major impact,A major impact
212322.0,Some,"No, I did not",A minor impact,A minor impact,A minor impact
212492.0,Not much,"No, I did not",A major impact,A major impact,A major impact
212680.0,A lot,"Yes, I did",A minor impact,A minor impact,Not much of an impact at all
213161.0,A lot,"Yes, I did",A major impact,A major impact,A major impact
213456.0,A lot,"No, I did not",A major impact,A major impact,A major impact
213541.0,Some,"No, I did not",A minor impact,Not much of an impact at all,Not much of an impact at all
213671.0,None at all,‘Did not see any made-up news’,Not much of an impact at all,A minor impact,A minor impact
213817.0,Some,"No, I did not",A minor impact,A major impact,A minor impact
214437.0,A lot,"Yes, I did",A major impact,A major impact,A major impact
214495.0,Some,"No, I did not",A major impact,A major impact,Not much of an impact at all
214562.0,Some,"No, I did not",A minor impact,A minor impact,A minor impact
214778.0,A lot,"No, I did not",A major impact,A major impact,A major impact
214898.0,Some,Refused,A major impact,A minor impact,A minor impact
215767.0,Not much,"No, I did not",A major impact,Not much of an impact at all,Not much of an impact at all
216110.0,A lot,"No, I did not",A major impact,A major impact,Not much of an impact at all
216153.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
216156.0,A lot,"No, I did not",A minor impact,A major impact,A minor impact
216528.0,A lot,"Yes, I did",A major impact,A major impact,Not much of an impact at all
217429.0,Some,"Yes, I did",A minor impact,A major impact,A minor impact
217659.0,A lot,"No, I did not",A minor impact,A minor impact,A minor impact
218055.0,Some,"Yes, I did",A major impact,A minor impact,A minor impact
218205.0,Not much,"No, I did not",A minor impact,A minor impact,A minor impact
218459.0,A lot,"No, I did not",A minor impact,A major impact,A major impact
218656.0,None at all,‘Did not see any made-up news’,A major impact,A major impact,A major impact
218719.0,Not much,"No, I did not",A minor impact,A minor impact,Not much of an impact at all
218837.0,Refused,‘Did not see any made-up news’,A major impact,A minor impact,A major impact
219150.0,A lot,"Yes, I did",A major impact,A major impact,A major impact
219223.0,Some,"Yes, I did",A major impact,A major impact,A major impact
219306.0,None at all,‘Did not see any made-up news’,A minor impact,Not much of an impact at all,A minor impact
219679.0,Some,"No, I did not",A major impact,A major impact,A major impact
219998.0,A lot,"No, I did not",A major impact,A major impact,A major impact
220020.0,Not much,"No, I did not",A minor impact,A minor impact,Not much of an impact at all
220395.0,Not much,"No, I did not",A major impact,A major impact,A major impact
221186.0,Not much,"No, I did not",A major impact,A major impact,A minor impact
221448.0,A lot,"Yes, I did",A major impact,A major impact,Not much of an impact at all
221456.0,A lot,"Yes, I did",A major impact,A major impact,A major impact
222247.0,A lot,"No, I did not",A minor impact,Not much of an impact at all,A major impact
222354.0,Some,"No, I did not",A major impact,A major impact,A major impact
222755.0,None at all,‘Did not see any made-up news’,A major impact,A major impact,A major impact
223028.0,Some,"No, I did not",A minor impact,A major impact,A minor impact
223061.0,None at all,‘Did not see any made-up news’,A major impact,A major impact,A major impact
223257.0,Not much,"No, I did not",A minor impact,A minor impact,Not much of an impact at all
223496.0,Not much,"No, I did not",Not much of an impact at all,Not much of an impact at all,Not much of an impact at all
224561.0,None at all,‘Did not see any made-up news’,Not much of an impact at all,Not much of an impact at all,Not much of an impact at all
224776.0,A lot,"No, I did not",A major impact,A major impact,Not much of an impact at all
224870.0,Some,"No, I did not",A minor impact,A major impact,A major impact
225476.0,A lot,"No, I did not",A major impact,A major impact,A major impact
225532.0,Not much,"Yes, I did",A minor impact,A major impact,A minor impact
225546.0,None at all,‘Did not see any made-up news’,Not much of an impact at all,A minor impact,Not much of an impact at all
226237.0,Some,"No, I did not",A major impact,A major impact,A minor impact
226560.0,Some,"No, I did not",A minor impact,A minor impact,Not much of an impact at all
227099.0,A lot,"No, I did not",A minor impact,A major impact,A major impact
227117.0,A lot,"Yes, I did",A major impact,A major impact,A major impact
227278.0,A lot,"No, I did not",A major impact,A major impact,A minor impact
227443.0,A lot,"Yes, I did",A major impact,A major impact,Refused
227551.0,Some,"No, I did not",A major impact,A major impact,A minor impact
227805.0,Some,"No, I did not",A minor impact,Not much of an impact at all,A minor impact
227892.0,A lot,"Yes, I did",A minor impact,A minor impact,A major impact
228162.0,A lot,"No, I did not",Not much of an impact at all,A major impact,A major impact
228400.0,A lot,"No, I did not",A major impact,A major impact,A major impact
228761.0,Some,"No, I did not",A minor impact,A minor impact,A minor impact
